Date,ProductName,ProductCategory,ProductSubCategory,ProductPrice,CustomerName,CustomerEmail,CustomerAddress,CustomerPhone,CustomerSegment,SupplierName,SupplierLocation,SupplierContact,ShipperName,ShippingMethod,QuantitySold,TotalAmount,DiscountAmount,NetAmount,StockReceived,StockSold,StockOnHand
2023-03-01,Fred,Books,Academic,951.53,Faith Brown,howellkenneth@example.org,750 Moss Villages- Jamestown- MS 44300,344-227-0010x6521,Bronze,Gilbert- Miller-Lee,Lake Juanland,+1-619-677-8121x28226,PLC,Sea,38,36158.14,238.55,35919.59,266,111,155
2022-08-01,Cynthia,InvalidCategory,Headphones,872.85,Dean Rivas,bradleystevens@example.org,485 Johnson Row- North Ronaldfort- WI 89155,510-914-8386x099,Silver,Smith PLC,Lake Candiceton,,Group,Ground,37,32295.45,117.01,32178.44,154,126,28
2022-07-27,NonExistentProduct,Toys,Dolls,46.23,Mitchell Lozano,kevin66@example.org,587 Barr Fort- Martinezbury- KS 55608,556-375-2745,Bronze,Mack- Wright-Mclaughlin,Alexandrachester,856-399-9995x715,and Sons,Air,23,1063.29,0.58,1062.71,93,26,67
2023-03-22,Pamela,Electronics,Headphones,651.11,Caitlin Sanchez,eric64@example.net,92168 Rojas Causeway- Reidfort- AK 04575,439-244-2598,Gold,Lee-Miller,South Emilyview,+1-588-750-7646,and Sons,Air,1,651.11,109.18,541.9300000000001,400,90,310
10-20-2022,Robert,Electronics,Mobile,99999.99,Steven Bell,colleen98@example.com,45612 Raymond Key Apt. 884- Wilsonton- VT 62308,387-979-4925x88405,Gold,Colon- Palmer-Welch,Antonioshire,230-757-6575x898,Ltd,Air,41,34744.63,26.42,34718.21,279,40,239
2022-06-07,Marvin,Clothing,Shirt,995.13,Laura Lozano,lindsay30@example.com,Unit 9630 Box 4972- DPO AA 00876,265.680.5041,Bronze,Gilbert- Miller-Lee,Lake Juanland,+1-619-677-8121x28226,PLC,Sea,94,93542.22,273.36,93268.86,279,240,39
2022-04-04,Pamela,Electronics,Headphones,651.11,Barbara Johnston,mackenzierobinson@example.org,PSC 5357- Box 4728- APO AE 72158,(383)966-2946x89805,Silver,Peck Group,West Lindafurt,+1-838-976-6137,PLC,Air,58,37764.38,170.06,37594.32,439,31,408
2022-12-21,Fred,Books,Academic,951.53,Blake Burton,mreyes@example.net,029 Ewing Oval Apt. 593- Shannonside- IL 63053,266.792.1022x27279,Silver,Peck Group,West Lindafurt,,LLC,Sea,48,45673.44,68.75,45604.69,411,304,107
2022-05-13,NonExistentProduct,Books,Fiction,433.1,Michael Harvey,danielnelson@example.com,327 Chad Forest Apt. 468- Garciatown- MO 60213,934.206.6021,Silver,Mathis- Olson-Ryan,Herreraland,(906)306-1777x264,LLC,Sea,37,16024.7,7.48,16017.22,95,59,36
2023-09-01,Wanda,Toys,Educational,0.01,Christopher Williams,vargasmaria@example.org,974 Campbell Mountain- Christopherbury- MS 77362,720-490-8055x571,Bronze,Peck Group,West Lindafurt,+1-838-976-6137,and Sons,Sea,93,24980.73,20.62,24960.11,244,220,24
2023-08-24,Angela,Toys,Action Figures,386.57,Bradley Smith,garciashawn@example.com,Unit 6079 Box 2184- DPO AP 21061,(449)651-5198x65597,Gold,Roman-Chambers,Dennischester,001-324-909-1637x2831,LLC,Ground,87,33631.59,88.77,33542.82,401,359,42
2022-08-05,Kristine,Electronics,Headphones,228.82,John Moore,ystevenson@example.net,866 Wilkerson Rapids- Lake Adamside- FL 28775,(754)524-5458,Silver,Ramirez- Hicks-Lara,Dustinmouth,853-738-3918,LLC,Ground,16,3661.12,32.0,3629.12,384,124,260
2021-10-19,Tammy,Home & Garden,Furniture,431.82,Anna Sullivan,farrellkathy@example.org,903 Anderson Divide Apt. 088- Jordanhaven- NM 95945,(762)295-0840x30421,Gold,Brown-Miller,Seanfort,,LLC,Sea,44,19000.08,119.38,18880.7,98,49,49
2023-02-27,NonExistentProduct,Electronics,Camera,652.35,Donald Alvarez,xholloway@example.com,Unit 6646 Box 5682- DPO AE 88183,233.844.2633,Silver,Thornton- Jackson-Gray,Leslieville,001-575-242-3572x740,Inc,Sea,44,28703.4,53.36,28650.04,167,11,156
2022-10-17,Nathaniel,Electronics,Camera,652.35,Monica Vargas,williamsonnatasha@example.net,81799 Campbell Plaza- Aprilland- OK 44905,+1-768-496-3941x7620,Silver,Thornton- Jackson-Gray,Leslieville,001-575-242-3572x740,LLC,Sea,77,50230.95,168.26,50062.69,437,302,135
2023-07-14,Anthony,Books,Academic,693.39,Kevin Sandoval,karen49@example.com,52333 Megan Wells Apt. 160- Lake Tracey- MT 85887,8086998249,Bronze,Roman-Chambers,Dennischester,001-324-909-1637x2831,Ltd,Ground,44,30509.16,196.66,30312.5,480,7,473
2023-06-04,Tammy,Home & Garden,Furniture,431.82,Miranda Harris,uhodge@example.net,17402 Madison Curve- Frederickmouth- OH 77718,5956052015,Bronze,Thornton- Jackson-Gray,Leslieville,001-575-242-3572x740,Inc,Sea,13,5613.66,128.94,5484.72,491,140,351
2022-05-03,Justin,Electronics,Headphones,660.05,Kimberly Sherman,floreskayla@example.org,9735 Wilson Neck Apt. 265- Atkinsonland- FM 61772,9705913469,Bronze,Mack- Wright-Mclaughlin,Alexandrachester,856-399-9995x715,Inc,Sea,99,65344.95,111.25,65233.7,113,78,35
2023-09-09,Katie,Books,Non-fiction,642.11,Sara Woods,clarklori@example.org,124 James Orchard Apt. 477- East Kelsey- VI 12767,537.393.7603,Bronze,King-Rodriguez,South Lindatown,7724600682,Inc,Air,60,38526.6,15.48,38511.12,286,261,25
05-10-2023,Jamie,Books,Fiction,93030.0,Joshua Moore,,12758 Hammond Port Apt. 045- Christopherbury- OH 85037,+1-912-743-8767x792,Bronze,Gilbert- Miller-Lee,Lake Juanland,+1-619-677-8121x28226,PLC,Sea,13,12093.9,184.42,11909.48,402,65,337
2023-05-07,NonExistentProduct,InvalidCategory,Headphones,651.11,Stacy Bailey,davisbrenda@example.org,1990 Washington Rest- Hannahside- MI 66325,001-944-487-6201x64469,Gold,Brown-Miller,Seanfort,(502)758-2166,Inc,Air,27,17579.97,2.53,17577.440000000002,276,105,171
2022-11-07,Shawn,Electronics,Headphones,461.09,Melanie Hoover,anorman@example.com,2068 Wagner Drive Apt. 033- Melissashire- MO 59549,393-937-4484x16067,Bronze,White-Sons,West Scott,288-572-7043,PLC,Sea,53,24437.77,20.35,24417.42,462,283,179
2023-08-03,Jamie,Books,Fiction,930.3,Luis Rose,caitlingarcia@example.net,946 Kimberly Knolls- Moralesmouth- FM 41779,001-918-513-2795x95364,Silver,Randall-Ballard,Popeport,,PLC,Sea,40,37212.0,177.21,37034.79,295,85,210
2022-11-05,Katie,Books,Non-fiction,642.11,Megan Green,whitesharon@example.org,065 Ruth Mountains Apt. 555- West Adrienne- AL 71457,505.562.2841,Silver,Lee-Miller,South Emilyview,+1-588-750-7646,PLC,Ground,79,50726.69,68.7,50657.990000000005,143,50,93
2021-12-15,Jamie,Books,Fiction,930.3,Mary Whitaker,matthewhernandez@example.com,9615 Carlos Crossroad Apt. 298- Port Stevenfurt- FM 93357,478.610.9218,Bronze,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,Group,Ground,64,59539.2,257.87,59281.33,143,45,98
09-06-2023,Elizabeth,Clothing,Shirt,840.19,Mrs. Sarah Vaughn,blambert@example.net,750 Erickson Fords- Port Nicoleton- AS 83852,+1-675-561-2620,Gold,White-Sons,West Scott,288-572-7043,PLC,Ground,57,47890.83,0.85,47889.98,216,164,52
10-27-2022,Jamie,Books,Fiction,930.3,Robert Perez,maria96@example.net,87221 Kevin Rue Suite 783- Doughertyhaven- HI 91150,805.560.3103,Silver,Thornton- Jackson-Gray,Leslieville,001-575-242-3572x740,and Sons,Air,96,89308.79999999999,128.03,89180.76999999999,258,153,105
2022-05-24,Shannon,Home & Garden,Gardening Tools,68.01,Reginald Moore,kennedydonna@example.net,USNS Holmes- FPO AP 93403,(625)373-9032x13734,Silver,Roman-Chambers,Dennischester,001-324-909-1637x2831,Inc,Air,67,4556.67,19.71,4536.96,84,2,82
01-03-2022,NonExistentProduct,Toys,Action Figures,386.57,Christopher Wolfe,sharonmelendez@example.org,97407 Lori Circle Suite 307- Jimenezton- TX 87641,(345)298-3990,Silver,Randall-Ballard,Popeport,933.564.7029x6917,and Sons,Air,99,38270.43,59.58,38210.85,312,128,184
2023-06-20,NonExistentProduct,Books,Fiction,930.3,James Hester,cali@example.com,28861 Jerry Circles- Harmonbury- DE 60539,(577)358-3639,Bronze,White-Sons,West Scott,288-572-7043,Inc,Ground,75,69772.5,270.48,69502.02,476,99,377
2023-09-24,Wanda,Toys,Educational,26861.0,John Hoffman,bwhite@example.net,4704 Martinez Heights Apt. 633- North David- IL 30013,599.795.8303,Silver,Higgins-Sons,West Johnbury,230-568-4141,Inc,Ground,53,14236.33,52.51,14183.82,293,162,131
2021-11-05,Shannon,Home & Garden,Gardening Tools,68.01,David Vasquez,riveraelizabeth@example.com,72804 Dana Row- North Jenniferhaven- OR 78230,001-516-394-9129x371,Bronze,Wagner- Jackson-Holt,Port Sarahview,+1-362-752-2777x1817,Ltd,Sea,29,1972.29,7.18,1965.11,406,333,73
2022-04-04,Amy,Home & Garden,Decor,364.01,Patricia Cabrera,gschmidt@example.com,2254 Samantha Shore Apt. 338- New Reginabury- UT 68190,001-727-984-2229x506,Silver,Rodriguez- Winters-Perez,Irwinhaven,6538306661,PLC,Ground,36,13104.36,100.12,13004.24,269,250,19
2022-02-23,Tammy,Home & Garden,Furniture,431.82,Karen Hawkins,campbellkimberly@example.com,21238 Jones Ford Suite 989- North Joshuaville- MO 06064,772.841.1003x351,Bronze,White-Sons,West Scott,288-572-7043,Ltd,Air,83,35841.06,107.16,35733.899999999994,279,17,262
2022-12-12,Kristine,Electronics,Headphones,228.82,Crystal Leon,savannahmahoney@example.org,64272 Sharon Shoals Apt. 409- West Allisonton- GU 55593,492.630.4880x38909,Silver,Roman-Chambers,Dennischester,,Inc,Ground,59,13500.38,19.0,13481.38,267,53,214
2022-07-04,Martha,Books,Fiction,433.1,Amy Hernandez,christina59@example.org,74578 Victoria Falls- Lake Danielleberg- FL 66553,4009483209,Gold,Mack- Wright-Mclaughlin,Alexandrachester,856-399-9995x715,LLC,Sea,54,23387.4,74.52,23312.88,167,18,149
2022-04-16,Justin,Electronics,Headphones,660.05,Jessica Hayes,marcusprice@example.org,8734 Davis Spur- Harperland- AS 78661,001-706-697-6260x6738,Gold,Gilbert- Miller-Lee,Lake Juanland,+1-619-677-8121x28226,LLC,Air,76,50163.8,14.73,50149.06999999999,282,274,8
2022-03-03,Kristine,Electronics,Headphones,228.82,Richard Combs,,1916 Whitney Crest Apt. 031- North Jeremychester- AL 26746,267-702-6722x9750,Bronze,Thornton- Jackson-Gray,Leslieville,001-575-242-3572x740,Inc,Ground,4,915.28,21.6,893.68,165,73,92
2022-09-10,Elizabeth,InvalidCategory,Shirt,840.19,Tyler Johnson,crystal48@example.net,69540 John Lights- Jonesburgh- MD 21971,494.913.7280,Silver,Higgins-Sons,West Johnbury,230-568-4141,Inc,Sea,68,57132.920000000006,54.94,57077.98,387,42,345
03-15-2023,Pamela,Electronics,Headphones,0.01,Erica Lang,,2327 Miranda Loop Apt. 364- East Alan- ME 27285,2557358192,Bronze,Roman-Chambers,Dennischester,001-324-909-1637x2831,Group,Ground,75,48833.25,135.01,48698.24,226,85,141
2022-05-13,Shannon,Home & Garden,Gardening Tools,68.01,Monica Gonzales,yvettewhitehead@example.org,376 Garrett Plaza Suite 960- Crystalberg- IA 75269,001-841-586-5507x874,Gold,Lee-Miller,South Emilyview,+1-588-750-7646,and Sons,Ground,97,6596.97,1.39,6595.58,460,330,130
2022-07-02,Shawn,Electronics,Headphones,461.09,Kathy Barry,veronicawilson@example.net,1070 Christina Skyway Suite 368- New Christinefort- MS 53147,001-958-766-6058x80483,Bronze,Soto-Rivera,West Denise,805-650-6257x5876,Group,Sea,66,30431.94,97.91,30334.03,248,186,62
04-20-2023,Nathaniel,Electronics,Camera,0.01,Terri Haas,pamelasampson@example.org,367 Clark Pine- Montoyamouth- GU 61556,001-219-520-8487x5165,Gold,Roman-Chambers,Dennischester,001-324-909-1637x2831,PLC,Sea,24,15656.4,67.72,15588.680000000002,346,57,289
2023-08-09,Katie,Books,Non-fiction,99999.99,Mark Warren,,5275 Mack Gardens- South Nathan- PR 62748,277.588.0786x430,Gold,Rodriguez- Winters-Perez,Irwinhaven,6538306661,Group,Ground,97,62284.67,147.23,62137.44,367,8,359
2022-03-15,Robert,Electronics,Mobile,0.01,Martha Huff,,6089 Ortiz Rue Suite 342- East Victorfort- OH 27259,+1-445-674-9174x4485,Gold,Rodriguez- Winters-Perez,Irwinhaven,6538306661,Inc,Sea,45,38134.35,209.69,37924.66,211,154,57
2022-09-15,Kristine,Electronics,Headphones,22882.0,Steven Powers,arthurbowen@example.org,27480 Alexandra Lock- Lake Sarahview- NV 77891,+1-910-688-0565x25754,Bronze,Rodriguez- Winters-Perez,Irwinhaven,6538306661,PLC,Air,37,8466.34,12.36,8453.98,225,165,60
2023-09-16,Robert,Electronics,Mobile,847.43,Jasmine King,johnrodriguez@example.net,4912 David Tunnel Apt. 516- Butlerville- GU 90135,594-208-3603x3728,Gold,Randall-Ballard,Popeport,933.564.7029x6917,Ltd,Sea,91,77116.12999999999,136.99,76979.13999999998,368,178,190
2022-08-04,Marvin,Clothing,Shirt,995.13,Tracy Yates,david73@example.org,82827 Hines Trail- West Natalie- CT 39734,+1-442-910-2314x11683,Silver,Randall-Ballard,Popeport,933.564.7029x6917,LLC,Sea,21,20897.73,143.21,20754.52,117,82,35
2023-01-18,Fred,Books,Academic,951.53,Charles Delacruz,rossdaniel@example.org,197 Garrett Ports Apt. 656- Malikport- PW 47871,267.880.8528,Bronze,Ramirez- Hicks-Lara,Dustinmouth,853-738-3918,Group,Sea,48,45673.44,234.59,45438.850000000006,417,272,145
2021-12-05,Wanda,Toys,Educational,26861.0,Danny Harrington,patricia44@example.org,9925 Webster Avenue- Brittneystad- RI 15684,617.301.8613x0134,Silver,Smith PLC,Lake Candiceton,459-301-8580,and Sons,Air,26,6983.860000000001,63.45,6920.410000000001,221,77,144
2022-03-28,NonExistentProduct,Clothing,Shirt,995.13,William Hanna,james00@example.net,70424 Natasha Forges- East Calebchester- CA 77518,373-231-8386,Bronze,Smith PLC,Lake Candiceton,459-301-8580,LLC,Air,87,86576.31,187.45,86388.86,222,206,16
2022-11-07,Angela,Toys,Action Figures,38657.0,Nancy Frey,vclark@example.net,243 Collins Isle Suite 343- Kristinaport- FM 55020,215.477.3368x6742,Bronze,Roman-Chambers,Dennischester,001-324-909-1637x2831,LLC,Sea,70,27059.9,81.19,26978.71,464,78,386
2023-01-03,NonExistentProduct,Books,Fiction,43310.0,Michael Fox,williamjones@example.org,9609 Richard Gardens Apt. 465- Gillland- NC 17446,809-549-5943x295,Gold,Higgins-Sons,West Johnbury,230-568-4141,Ltd,Air,96,41577.600000000006,33.06,41544.54000000001,152,97,55
2021-11-11,Shannon,Home & Garden,Gardening Tools,99999.99,Susan Li,riosjohn@example.net,PSC 7933- Box 8360- APO AP 92505,440-694-3322,Gold,Higgins-Sons,West Johnbury,230-568-4141,Inc,Ground,4,272.04,0.06,271.98,319,226,93
2022-02-21,Robert,Electronics,Mobile,0.01,Brian Simpson,,17886 Jonathan Ridge Apt. 269- East Logan- FL 71894,(381)277-7290x67646,Gold,Soto-Rivera,West Denise,805-650-6257x5876,Inc,Sea,92,77963.56,105.8,77857.76,488,274,214
2023-06-14,Robert,Electronics,Mobile,847.43,Joshua Lloyd,alin@example.net,94311 Erin Ville Apt. 606- Anthonyhaven- PR 66213,768-729-3423x8697,Bronze,Gilbert- Miller-Lee,Lake Juanland,+1-619-677-8121x28226,PLC,Air,84,71184.12,217.11,70967.01,401,188,213
2023-01-22,Shawn,Electronics,Headphones,0.01,Teresa Hawkins,hayesrobert@example.com,832 Elizabeth Orchard Apt. 611- Davidshire- AZ 91157,3774226476,Silver,Higgins-Sons,West Johnbury,230-568-4141,Group,Ground,43,19826.87,67.23,19759.64,200,31,169
2021-12-26,Elizabeth,Clothing,Shirt,840.19,Keith Harris,nnorris@example.net,47156 Ryan Curve Apt. 422- Taylorville- PR 07563,+1-331-979-4255x60587,Silver,Thornton- Jackson-Gray,Leslieville,001-575-242-3572x740,Inc,Air,9,7561.710000000001,80.52,7481.19,92,1,91
2022-04-15,NonExistentProduct,Electronics,Headphones,InvalidPrice,Michael Morgan,vharrison@example.com,PSC 6216- Box 7099- APO AE 41410,001-890-763-7167,Bronze,Mack- Wright-Mclaughlin,Alexandrachester,856-399-9995x715,Inc,Sea,34,7779.88,28.67,7751.21,364,88,276
02-21-2023,Justin,Electronics,Headphones,InvalidPrice,Jeffrey Bowman,ashleejones@example.net,579 Amber Corner Apt. 735- Leslieton- ME 93740,565.353.5322,Bronze,Mathis- Olson-Ryan,Herreraland,(906)306-1777x264,Inc,Ground,96,63364.8,159.62,63205.17999999999,270,170,100
2021-11-12,NonExistentProduct,Books,Academic,951.53,Sarah Moore,jonesandrea@example.com,92027 Coleman Green- New Paul- MA 98487,(504)487-8794,Bronze,White-Sons,West Scott,288-572-7043,Ltd,Ground,61,58043.33,76.76,57966.57,209,47,162
2021-11-02,Michael,Toys,Dolls,46.23,Mr. Justin Morrison,davidscott@example.com,33182 James Via Apt. 291- South Lori- SD 35690,348.636.9994x34909,Silver,Smith PLC,Lake Candiceton,459-301-8580,and Sons,Ground,75,3467.2499999999995,9.12,3458.13,457,165,292
2023-09-12,Cynthia,Electronics,Headphones,87285.0,Terry Woods,clarkallen@example.com,5677 Middleton Row Suite 742- West Jamie- RI 58437,+1-901-953-9215x2323,Silver,Higgins-Sons,West Johnbury,,PLC,Sea,2,1745.7,193.11,1552.59,156,154,2
2023-05-24,Pamela,Electronics,Headphones,InvalidPrice,Thomas Bruce,joshuawilson@example.com,Unit 8145 Box 2493- DPO AA 36764,6303022073,Silver,Mathis- Olson-Ryan,Herreraland,(906)306-1777x264,PLC,Air,57,37113.27,147.76,36965.51,124,116,8
2021-11-23,Martha,Books,Fiction,433.1,Traci Cook,michaellang@example.net,5627 Robert Extensions Apt. 935- Donnaton- CO 81802,472.680.5770x718,Silver,Lee-Miller,South Emilyview,+1-588-750-7646,LLC,Ground,45,19489.5,68.8,19420.7,91,23,68
08-17-2022,Tammy,Home & Garden,Furniture,0.01,Lisa Bautista,cbailey@example.net,450 Rowe Circle Apt. 278- South Allisonville- TX 17549,(889)240-0706x42254,Gold,King-Rodriguez,South Lindatown,7724600682,Group,Air,79,34113.78,122.38,33991.4,180,1,179
2021-10-24,Fred,Books,Academic,95153.0,Kimberly Delacruz,christopher18@example.com,01775 Deborah Expressway Suite 254- Crosstown- NE 50178,365-328-1953x6439,Gold,Wagner- Jackson-Holt,Port Sarahview,+1-362-752-2777x1817,Group,Air,46,43770.38,122.1,43648.28,436,398,38
2023-09-27,Marvin,Clothing,Shirt,InvalidPrice,Cindy Carey,kellyperez@example.net,USNV Vasquez- FPO AA 70611,001-959-929-9590x764,Bronze,Gilbert- Miller-Lee,Lake Juanland,+1-619-677-8121x28226,and Sons,Sea,22,21892.86,283.19,21609.67,166,16,150
2023-01-21,Tammy,Home & Garden,Furniture,431.82,Jared Mitchell,monica70@example.net,USNV Carney- FPO AE 81105,001-333-695-6070x02662,Gold,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,LLC,Ground,42,18136.44,17.94,18118.5,110,31,79
2022-03-17,Fred,InvalidCategory,Academic,951.53,Michael Kaiser,quinnjennifer@example.org,338 Boyle Drive- Paulafurt- NV 53893,001-983-608-8702x8432,Bronze,Campos-Murillo,Lawsontown,822-222-4939,Inc,Air,81,77073.93,124.82,76949.10999999999,111,69,42
2021-12-15,Fred,Books,Academic,951.53,Tammy Gilbert,,776 Terri Forest- Sheilaland- AL 72136,807.703.8183x577,Gold,Mack- Wright-Mclaughlin,Alexandrachester,856-399-9995x715,PLC,Sea,35,33303.55,48.79,33254.759999999995,302,29,273
2022-06-04,Robert,Electronics,Mobile,InvalidPrice,Nathan Pierce,khanbonnie@example.com,203 Matthew Meadows Suite 474- North Stephanietown- AK 33333,589.393.4128,Gold,Roman-Chambers,Dennischester,001-324-909-1637x2831,LLC,Air,79,66946.97,110.57,66836.4,171,123,48
2021-11-27,Nathaniel,Electronics,Camera,0.01,Christopher Thompson,bbrown@example.com,738 Munoz Centers- Jonathanview- CO 62740,441.716.6579,Silver,Gilbert- Miller-Lee,Lake Juanland,+1-619-677-8121x28226,Ltd,Sea,19,12394.65,16.72,12377.93,431,300,131
2021-10-01,Martha,Books,Fiction,433.1,David Joseph,carrjose@example.com,369 Valenzuela Curve- Griffithstad- PR 91499,4727786923,Silver,Rodriguez- Winters-Perez,Irwinhaven,,and Sons,Sea,35,15158.5,50.72,15107.78,430,347,83
2022-02-26,Marvin,Clothing,Shirt,995.13,Nicole Haynes,daviddavis@example.org,585 Harris Spring Suite 986- Kennedystad- CT 81832,001-807-724-2567x8866,Bronze,Smith PLC,Lake Candiceton,459-301-8580,PLC,Air,69,68663.97,272.66,68391.31,138,35,103
2022-05-03,Katie,Books,Non-fiction,64211.0,Cindy Davis,rachelthompson@example.org,01634 Diaz Gardens- West Tinatown- VT 63247,688.727.3458,Bronze,Gilbert- Miller-Lee,Lake Juanland,+1-619-677-8121x28226,PLC,Sea,60,38526.6,19.33,38507.27,445,178,267
2022-05-08,Anthony,Books,Academic,99999.99,Lori Perry,tsmith@example.net,890 Vazquez Junctions Apt. 405- New Amy- FM 45951,703.979.5298,Silver,Brown-Miller,Seanfort,(502)758-2166,Group,Sea,36,24962.04,114.76,24847.28,211,195,16
2022-02-21,Cynthia,Electronics,Headphones,87285.0,Christopher Coleman,tina27@example.org,81615 Elizabeth Divide Suite 001- Stevenmouth- PR 50336,261-386-2423x24160,Bronze,Ramirez- Hicks-Lara,Dustinmouth,853-738-3918,Inc,Air,90,78556.5,101.49,78455.01,262,47,215
2022-04-17,Michael,Toys,Dolls,46.23,Jordan Owen,bking@example.net,USS Rogers- FPO AP 03649,(423)228-1066x496,Silver,Thornton- Jackson-Gray,Leslieville,001-575-242-3572x740,Inc,Sea,57,2635.11,5.16,2629.95,460,302,158
2023-03-07,Jamie,Books,Fiction,930.3,Brenda George,stewartdavid@example.com,93991 Stephen Lock- Kimton- MS 97054,709.530.2308x6230,Bronze,Mathis- Olson-Ryan,Herreraland,(906)306-1777x264,Group,Ground,65,60469.5,216.76,60252.74,315,231,84
2023-05-02,Cynthia,Electronics,Headphones,InvalidPrice,Kimberly Nolan,larry39@example.org,470 Jeffrey Ridges Suite 005- New Jennifer- MI 22213,3026063706,Bronze,Ramirez- Hicks-Lara,Dustinmouth,,and Sons,Ground,90,78556.5,81.96,78474.54,265,159,106
01-13-2023,Marvin,Clothing,Shirt,99513.0,Anthony Suarez,clarkejason@example.net,6469 Teresa Crossroad- New Jasonside- NV 73142,(588)793-1453,Gold,Rodriguez- Winters-Perez,Irwinhaven,6538306661,Group,Ground,49,48761.37,24.16,48737.21,93,67,26
2022-05-27,Jamie,Books,Fiction,93030.0,Amanda Taylor,abrown@example.com,6483 Tiffany Lodge- East Ashleybury- MT 42854,001-234-514-2141x825,Gold,Ramirez- Hicks-Lara,Dustinmouth,853-738-3918,Inc,Ground,26,24187.8,147.59,24040.21,58,23,35
03-07-2022,Shawn,Electronics,Headphones,461.09,Christine Bell,jamesharris@example.com,1091 Diana Motorway- Port Ian- NC 94396,224-403-1542,Bronze,Mathis- Olson-Ryan,Herreraland,(906)306-1777x264,Ltd,Air,5,2305.45,109.08,2196.37,108,29,79
2022-04-21,NonExistentProduct,Books,Fiction,433.1,Patrick Mendoza,charlenemartin@example.com,216 Keller Roads- South Angela- AS 15336,2484412298,Silver,Higgins-Sons,West Johnbury,230-568-4141,Inc,Sea,38,16457.8,18.87,16438.93,150,59,91
2022-06-11,Nathaniel,Electronics,Camera,652.35,Mary Wallace,traci10@example.com,9224 Hannah Branch- Port Robert- TN 38312,677.616.2692x76967,Gold,Thornton- Jackson-Gray,Leslieville,,Group,Sea,17,11089.95,81.11,11008.84,170,1,169
2023-06-25,Shawn,Electronics,Headphones,InvalidPrice,Calvin Garcia,coreygreen@example.com,9829 Jessica Terrace Apt. 253- Andrewsmouth- CO 97067,+1-512-584-7130,Bronze,Thornton- Jackson-Gray,Leslieville,001-575-242-3572x740,Ltd,Ground,14,6455.259999999999,60.31,6394.949999999999,141,77,64
2021-11-19,Shannon,Home & Garden,Gardening Tools,68.01,Joshua Singleton,jessewatts@example.net,90680 Sheri Manors- New Ronaldtown- OH 21925,340.478.8388,Gold,Colon- Palmer-Welch,Antonioshire,230-757-6575x898,Group,Sea,92,6256.92,7.01,6249.91,258,248,10
2021-11-07,NonExistentProduct,Toys,Educational,268.61,Ariana Benson,vincentbrown@example.org,94335 Hernandez Courts- Fullershire- VI 06250,001-780-560-3050,Gold,Randall-Ballard,Popeport,933.564.7029x6917,and Sons,Sea,5,1343.0500000000002,14.5,1328.5500000000002,335,317,18
2023-04-06,Nathaniel,Electronics,Camera,652.35,Jason Garcia PhD,grantdonna@example.net,8069 Martha Lodge- South Andrew- AK 44175,5045934173,Silver,Mack- Wright-Mclaughlin,Alexandrachester,856-399-9995x715,Inc,Ground,89,58059.15,81.18,57977.97,448,373,75
2023-08-20,Nathaniel,Electronics,Camera,652.35,Mary Salazar,angel09@example.org,6649 Haynes Expressway- Lake Sharonside- AZ 71882,001-297-200-0809x573,Bronze,Wagner- Jackson-Holt,Port Sarahview,+1-362-752-2777x1817,PLC,Sea,12,7828.200000000001,181.01,7647.19,495,306,189
2021-12-30,Michael,Toys,Dolls,99999.99,Cameron Tucker,maria22@example.org,97164 Leah Meadow- Nelsonside- CA 15750,001-985-456-9819x5884,Silver,Mack- Wright-Mclaughlin,Alexandrachester,856-399-9995x715,Inc,Ground,89,4114.469999999999,2.18,4112.289999999999,341,42,299
2021-11-01,NonExistentProduct,Electronics,Headphones,99999.99,Zachary Evans,jessicachen@example.com,937 Fields Ridges Apt. 481- Lake Laurie- PR 92136,+1-821-838-9892x09916,Silver,King-Rodriguez,South Lindatown,7724600682,LLC,Air,18,15711.3,39.5,15671.8,146,7,139
2022-02-10,Anthony,Books,Academic,693.39,Daniel Cameron,gabriellalamb@example.com,2047 Craig Shore Apt. 708- Jonesberg- PR 29161,378-402-9803x910,Gold,Mathis- Olson-Ryan,Herreraland,(906)306-1777x264,Group,Air,35,24268.65,185.41,24083.24,147,56,91
04-05-2023,Justin,Electronics,Headphones,99999.99,Mr. Justin Brock,joshuabrooks@example.net,000 Farley Shores- Frankbury- AS 85932,3028290177,Bronze,Soto-Rivera,West Denise,805-650-6257x5876,Group,Ground,13,8580.65,65.17,8515.48,127,125,2
2023-03-04,Wanda,Toys,Educational,268.61,Anita Johnson,vwilkerson@example.org,1348 Christopher Village- Santanastad- VA 05362,551.993.2228,Gold,Campos-Murillo,Lawsontown,822-222-4939,Ltd,Air,75,20145.75,4.63,20141.12,175,127,48
2022-04-22,Katie,Books,Non-fiction,642.11,Angela Adams,davidreynolds@example.net,276 Raymond Ferry Apt. 197- Simmonsberg- NY 87396,(540)272-3682,Gold,Lee-Miller,South Emilyview,,Inc,Air,91,58432.01,35.37,58396.64,123,96,27
08-09-2023,Cynthia,Electronics,Headphones,872.85,Isabella Willis,afrench@example.org,540 Crystal Vista Suite 663- Vickiebury- AZ 02518,001-554-614-8825x972,Bronze,Randall-Ballard,Popeport,933.564.7029x6917,and Sons,Air,86,75065.1,45.91,75019.19,249,121,128
